PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
14512183	UCHL1	T Marker	Nerve cell	Cancer cell	Lung	low-throughput	Western blot	Stimulation of the murine Uchl1 gene promoter bythe B-Myb transcription factor	A possible explanation for the co-expression of these markers is that UCHL1 is subject to transcriptional regulation by B-MYB, and in tumors the ectopic expression of UCHL1 is a direct consequence of B-Myb overexpression.		69	MYBL2	CL_0002319	Disease Marker	Lung Cancer
14533935	NEUROD1	TF Pmarker	Adenocarcinoma of stomach cell	Cancer cell	Stomach	low-throughput	Western blot;Immunohistochemistry;Microscopic observation	Neuroendocrine Tissue-specific Transcription Factor,BETA2/NeuroD, in Gastric Carcinomas: A Comparison with Chromogranin A and Synaptophysin Expressions	BETA2/NEUROD  (NEUROD)  is  a  basic  helix-loop-helixtype of transcription factor mainly involved in neuroen-docrine  differentiation.		70	NEUROD1		Disease Marker	Gastric carcinoma
14534133	TFAP2A	TF	Nerve cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Weston blot;Microscopic observation;RT-PCR;RNA-seq	lockjawencodes a zebrafish tfap2arequired for early neural crestdevelopment	Low (allelic with montblanc)encodes a zebrafish TFAP2A,  one of a small family of transcription factorsimplicated in epidermal and  neural crest development.		71	HOXA2;DLX2	CL_0002319	Cell Marker	
14534133	DLX2	T Marker	Nerve cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Weston blot;Microscopic observation;RT-PCR;RNA-seq	lockjawencodes a zebrafish tfap2arequired for early neural crestdevelopment	In the cranialneural crest, gene expression in the mandibular arch is unaffected in lowmutants, in contrast to the hyoid arch,which shows severe reductions in DLX2 and HOXA2 expression.		72	TFAP2A	CL_0002319	Cell Marker	
14534133	HOXA2	T Marker	Nerve cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Weston blot;Microscopic observation;RT-PCR;RNA-seq	lockjawencodes a zebrafish tfap2arequired for early neural crestdevelopment	In the cranialneural crest, gene expression in the mandibular arch is unaffected in lowmutants, in contrast to the hyoid arch,which shows severe reductions in DLX2 and HOXA2 expression.		73	TFAP2A	CL_0002319	Cell Marker	
14550747	AHR	TF	Epithelial cell	Cancer cell	Epidermis	low-throughput	Flow cytometry;;Weston blot	Alteration of keratinocyte differentiation and senescenceby the tumor promoter dioxin	Many of the effects of dioxin are mediated by the aryl hydrocarbon receptor (AHR), aligand-activated bHLH (basic helix-loop-helix)/PAS transcription factor.		74	TP53;CDKN2A	CL_0000066	Cell Marker	
14550747	TP53	T Marker	Epithelial cell	Cancer cell	Epidermis	low-throughput	Flow cytometry;;Weston blot	Alteration of keratinocyte differentiation and senescenceby the tumor promoter dioxin	These changes were accompanied by decreases in the expression levels of key cell cycle regulatory proteins TP53, CDKN2A, andp14ARF.		75	AHR	CL_0000066	Cell Marker	
14550747	CDKN2A	T Marker	Epithelial cell	Cancer cell	Epidermis	low-throughput	Flow cytometry;;Weston blot	Alteration of keratinocyte differentiation and senescenceby the tumor promoter dioxin	These changes were accompanied by decreases in the expression levels of key cell cycle regulatory proteins TP53, CDKN2A, andp14ARF.		76	AHR	CL_0000066	Cell Marker	
14597395	MITF	TFMarker	Melanocytes cell	Cancer cell	Nerve	low-throughput	Western blot;RT-PCR	MITF-M plays an essential role in transcriptional activation and signaltransduction in Xiphophorus melanoma	A entral regulator of melanocyte specific gene expression, which is also a marker for melanomas, is thetranscription factor microphthalmia-associated transcription factor (MITF).		77	RANBP2		Disease Marker	Melanoma
14597395	RANBP2	TFMarker	Melanocytes cell	Cancer cell	Nerve	low-throughput	Western blot;RT-PCR	MITF-M plays an essential role in transcriptional activation and signaltransduction in Xiphophorus melanoma	The enzymatic conversion of tyrosine to melanin pigments requires tyrosinase and the two related proteins TRP-1 and -2.		78	MITF		Disease Marker	Melanoma
14599768	APEX1	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		79	JUN;HIF1A	CL_0000034	Cell Marker	
14599768	JUN	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		80	APEX1;HIF1A	CL_0000034	Cell Marker	
14599768	HIF1A	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		81	APEX1;JUN	CL_0000034	Cell Marker	
14608905	PAX5	TFMarker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	PAX5  is a marker expressed in B cell.		82	MS4A1;CD79A;CD22	CL_0000236	Disease Marker	Hodgkin Lymphoma
14608905	POU2F2	TFMarker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	POU2F2  is a marker expressed in B cell.		83	MS4A1;CD79A;CD22	CL_0000236	Disease Marker	Hodgkin Lymphoma
14608905	MS4A1	T Marker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	MS4A1  is a marker expressed in B cell.		84	POU2F2;PAX5	CL_0000236	Disease Marker	Hodgkin Lymphoma
14608905	CD22	T Marker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	CD22  is a marker expressed in B cell.		85	POU2F2;PAX5	CL_0000236	Cell Marker	
14608905	CD79A	T Marker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	CD79A  is a marker expressed in B cell.		86	POU2F2;PAX5	CL_0000236	Cell Marker	
14652811	NCAM1	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		87	ENO2;KRT19		Disease Marker	Invasive Squamous cell carcinoma
14652811	ENO2	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		88	NCAM1;KRT19		Disease Marker	Invasive Squamous cell carcinoma
14652811	KRT19	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		89	NCAM1;ENO2		Disease Marker	Invasive Squamous cell carcinoma
15226394	HNF1A	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		90		CL_0000182	Cell Marker	
15226394	HNF4A	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		91		CL_0000182	Cell Marker	
15226394	HNF1B	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		92		CL_0000182	Cell Marker	
15248062	TP63	TF Pmarker	Epithelial cell	Cancer cell	Skin	low-throughput + high-throughput	DNA-seq;RT-PCR;qRT-PCR;Western blot;Microscopic observation	Molecular characterization and expression of p64 isoforms in human keloids	These results may indicate that aberrant P63 expression plays a role not only in malignant tumors but also in benign skin diseases that show hyperproliferation of epidermal cells in vivo. Moreover, this isoform of P63 could serve as a specific molecular marker for this human disease.		93		CL_0000066	Disease Marker	Benign Skin diseases
15249855	HMGA1	TF Pmarker	Fibroblast cell	Cancer cell	Subcutaneous	low-throughput	Immunohistochemistry;Microscopic observation	Differential Expression of HMGA1 and HMGA2 in Dermatofibroma and Dermatofibrosarcoma Protuberans:Potential Diagnostic Applications, and Comparison with Histologic Findings, CD34, and Factor XIIIa Immunoreactivity	HMGA1 and HMGA2 genes,members of the high mobility group protein family genes, encode proteins that act as architectural transcription factors and are frequently dysregulated in a variety of benign or locally aggressive mesenchymal tumors		94	HMGA2	CL_0000057	Disease Marker	DermatofibroSarcoma
15249855	HMGA2	TF Pmarker	Fibroblast cell	Cancer cell	Subcutaneous	low-throughput	Immunohistochemistry;Microscopic observation	Differential Expression of HMGA1 and HMGA2 in Dermatofibroma and Dermatofibrosarcoma Protuberans:Potential Diagnostic Applications, and Comparison with Histologic Findings, CD34, and Factor XIIIa Immunoreactivity	HMGA1 and HMGA2 genes,members of the high mobility group protein family genes, encode proteins that act as architectural transcription factors and are frequently dysregulated in a variety of benign or locally aggressive mesenchymal tumors		95	HMGA1	CL_0000057	Disease Marker	DermatofibroSarcoma
15252308	CDX2	TF	Sinonasal adenocarcinomas cell	Cancer cell	Respiratory tract	low-throughput	Immunohistochemistry;Microscopic observation	Immunophenotypic Differences Between Intestinal-type and Low-grade Papillary Sinonasal Adenocarcinomas	Antibodies to complete CDX2 protein have been demonstrated to be an extremely sensitive and highly specific marker of both primary and metastatic intestinal adenocarcinomas.		96	KRT20;KRT7		Disease Marker	Nonsalivary sinonasal AdenoCarcinomas
15252308	MUC2	I Marker	Sinonasal adenocarcinomas cell	Cancer cell	Respiratory tract	low-throughput	Immunohistochemistry;Microscopic observation	Immunophenotypic Differences Between Intestinal-type and Low-grade Papillary Sinonasal Adenocarcinomas	Antibodies to CDX2, a transcription factor gene highly specific for intestinal adenocarcinomas, MUC2, a mucin gene expressed in adenocarcinomas from various sites, and cytokeratins (CK) 7 and 20 were used to examine the two groups of tumors.		97	KRT20;KRT7		Disease Marker	Nonsalivary sinonasal AdenoCarcinomas
15252308	KRT7	T Marker	Sinonasal adenocarcinomas cell	Cancer cell	Respiratory tract	low-throughput	Immunohistochemistry;Microscopic observation	Immunophenotypic Differences Between Intestinal-type and Low-grade Papillary Sinonasal Adenocarcinomas	Antibodies to CDX2, a transcription factor gene highly specific for intestinal adenocarcinomas, MUC2, a mucin gene expressed in adenocarcinomas from various sites, and cytokeratins (CK) 7 and 20 were used to examine the two groups of tumors.		98	CDX2;MUC2		Disease Marker	Nonsalivary sinonasal AdenoCarcinomas
15252308	KRT20	T Marker	Sinonasal adenocarcinomas cell	Cancer cell	Respiratory tract	low-throughput	Immunohistochemistry;Microscopic observation	Immunophenotypic Differences Between Intestinal-type and Low-grade Papillary Sinonasal Adenocarcinomas	Antibodies to CDX2, a transcription factor gene highly specific for intestinal adenocarcinomas, MUC2, a mucin gene expressed in adenocarcinomas from various sites, and cytokeratins (CK) 7 and 20 were used to examine the two groups of tumors.		99	CDX2;MUC2		Disease Marker	Nonsalivary sinonasal AdenoCarcinomas
15279630	TTF1	TFMarker	Epithelial lung tumours cell	Cancer cell	Lung	low-throughput	Immunohistochemistry	Expression of TTF-1 and cytokeratins in primary and secondaryepithelial lung tumours: correlation with histological typeand grade	TTF-1 is a very sensitive and specific marker to document the pulmonary origin of an adenocarcinoma if a thyroid origin is excluded.		100			Disease Marker	Secondary Epithelial Lung tumours
15459955	POU6F2	TF Pmarker	Kidney tumor cell	Cancer cell	Kidney	low-throughput + high-throughput	Weston blot;DNA-Seq;RT-PCR	Germline Mutations of the POU6F2 Gene in Wilms Tumors With Loss of Heterozygosity on Chromosome 7p14	Together with the finding of the expression of the POU6F2 homolog in both fetal and adult kidney, our observations suggest that the gene is a tumor suppressor and is involved in hereditary predisposition to WT. 		101			Disease Marker	WilmsTumors
15466176	GFI1	TF Pmarker	Lung carcinomas cell	Cancer cell	Lung	low-throughput + high-throughput	Immunohistochemistry;Western blot;RT-PCR;DNA-seq;Flow cytometry	Growth Factor Independence-1 Is Expressed in Primary Human Neuroendocrine Lung Carcinomas and Mediates the Differentiation of Murine Pulmonary Neuroendocrine Cells	The Drosophila orthologues of ASH1 (Achaete and Scute) and the growth factor independence-1 (GFI1) oncoprotein (Senseless) genetically interact to inhibit Notch signaling and specify fly sensory organ development		102	ASCL1		Disease Marker	Primary Human NeuroEndocrine Lung Carcinomas
